Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Pretax Net Income,Other Operating Rev,Total Operating Rev,Total Margin,Operating Margin,Location
2012,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,,,80,46,42,52834862,$355713.00,$53190575.00,0.7%,0.7%,"ARCATA, California
(40.868186, -124.090548)"
2010,106481357,NORTH BAY MEDICAL CENTER,SOLANO,Non-Profit,Comparable,,,140,140,140,210302960,$1853305.00,$212156265.00,0.9%,0.9%,"FAIRFIELD, California
(38.251488, -122.049851)"
2011,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,180,180,180,104635078,$252993.00,$104888071.00,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106424002,SANTA BARBARA COUNTY-PHF,SANTA BARBARA,City/County,Psychiatric Health Facilities,,,16,16,16,2850540,$0.00,$2850540.00,0%,0%,"SANTA BARBARA, California
(34.420867, -119.698342)"
2010,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,366,333,333,147837966,$7028059.00,$154866025.00,4.5%,4.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,,Rural,179,179,154,56442477,$332448.00,$56774925.00,0.6%,0.6%,"JOSHUA TREE, California
(34.126919, -116.315127)"
2011,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,,Rural,48,48,36,19487514,$367456.00,$19854970.00,1.9%,1.9%,"COLUSA, California
(39.209238, -122.008373)"
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,District,Comparable,,Small,37,28,19,27871420,$143960.00,$28015380.00,0.5%,0.5%,"SEBASTOPOL, California
(38.402084, -122.824191)"
2010,106014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Comparable,,,242,222,222,216079691,$10495445.00,$226575136.00,4.6%,4.9%,"PLEASANTON, California
(37.656667, -121.878923)"
2012,106014034,FREMONT HOSPITAL - FREMONT,Alameda,Investor,Comparable,,,96,96,96,37302986,$19464.00,$37322450.00,0.1%,0.1%,"FREMONT, California
(37.550195, -121.980829)"
2010,106014207,TELECARE HERITAGE-PHF,ALAMEDA,Investor,Psychiatric Health Facilities,,,26,26,26,7403556,$0.00,$7403556.00,0%,0%,"OAKLAND, California
(37.804828, -122.27248)"
2011,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,,,87,87,57,18171112,$53725.00,$18224837.00,0.3%,0.3%,"VENTURA, California
(34.280832, -119.293107)"
2012,106370977,POMERADO HOSPITAL,San Diego,District,Comparable,,,236,236,185,152743738,$781439.00,$153525177.00,0.5%,0.5%,"POWAY, California
(32.986369, -117.023491)"
2010,106370652,ALVARADO HOSPITAL,SAN DIEGO,Investor,Comparable,,,306,264,115,157908839,$3539153.00,$161447992.00,2.2%,2.2%,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,,Rural,87,87,49,13568921,$161064.00,$13729985.00,1.2%,-1.2%,"ALTURAS, California
(41.490967, -120.542538)"
2011,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,,,16,16,16,0,$3854853.00,$3854853.00,100%,0%,"FRESNO, California
(36.731654, -119.785856)"
2010,106190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Comparable,,,144,144,144,72502964,$3598134.00,$76101098.00,4.7%,5%,"ALHAMBRA, California
(34.095162, -118.126842)"
2010,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor,Comparable,,,101,101,48,67435786,$247435.00,$67683221.00,0.4%,0.4%,"MONTEREY PARK, California
(34.062407, -118.127542)"
2010,106440755,DOMINICAN SANTA CRUZ HOSPITAL-SOQUEL,SANTA CRUZ,Non-Profit,Comparable,,,366,275,275,321320459,$2521854.00,$323842313.00,0.8%,0.8%,"SANTA CRUZ, California
(36.97414, -122.028795)"
2010,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Comparable,,,73,70,70,26303800,$339659.00,$26643459.00,1.3%,1.3%,"CONCORD, California
(37.979103, -122.031333)"
2012,106190541,MONROVIA MEMORIAL HOSPITAL,Los Angeles,Investor,Comparable,,,49,46,46,46494094,$0.00,$46494094.00,0%,0%,"MONROVIA, California
(34.14591, -118.000929)"
2012,106260011,MAMMOTH HOSPITAL,Mono,District,Comparable,,Rural,17,17,17,57095999,$192153.00,$57288152.00,0.3%,0.3%,"MAMMOTH LAKES, California
(37.64696, -118.967479)"
2011,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,,Rural,98,98,78,62012762,$163613.00,$62176375.00,0.3%,0.3%,"RIDGECREST, California
(35.620715, -117.670069)"
2012,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,,,265,265,135,227422951,$4796162.00,$232219113.00,2.1%,2.1%,"OXNARD, California
(34.197663, -119.175947)"
2010,106374084,SAN DIEGO HOSPICE ACUTE CARE CENTER,SAN DIEGO,Non-Profit,Comparable,,,24,24,24,5794112,$0.00,$5794112.00,0%,0%,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106034002,SUTTER AMADOR HOSPITAL,Amador,Non-Profit,Comparable,,Rural,42,42,42,65627437,$590563.00,$66218000.00,0.9%,0.9%,"JACKSON, California
(38.347604, -120.772295)"
2010,106304460,HOAG ORTHOPEDIC INSTITUTE,ORANGE,Investor,Comparable,,,70,70,70,6805578,$30.00,$6805608.00,0%,0%,"IRVINE, California
(33.685908, -117.824719)"
2010,106190307,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,142,132,132,128005933,$3349455.00,$131355388.00,2.5%,2.6%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,29,99211318,$2516024.00,$101727342.00,2.5%,2.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106400683,ATASCADERO STATE HOSPITAL,SAN LUIS OBISPO,State,District,,,1259,1259,1096,221979293,$0.00,$221979293.00,0%,0%,"ATASCADERO, California
(35.480769, -120.666437)"
2011,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,19982382,$72038.00,$20054420.00,0.4%,0.4%,"YUBA CITY, California
(39.13222, -121.625147)"
2010,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,213,210,210,69834064,$771107.00,$70605171.00,1.1%,1.1%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,204,135,135,115737381,$754757.00,$116492138.00,0.6%,0.7%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190243,DOWNEY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,199,199,130,138040899,$375544.00,$138416443.00,0.3%,0.3%,"DOWNEY, California
(33.940946, -118.12752)"
2011,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,167,83842742,$460026.00,$84302768.00,0.5%,0.5%,"GARDEN GROVE, California
(33.776069, -117.937878)"
2012,106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Investor,Comparable,,,118,118,49,16893612,$45002.00,$16938614.00,0.3%,0.3%,"PASADENA, California
(34.14955, -118.141452)"
2010,106344170,CRSTWOOD PHF-CARMICHAEL,SACRAMENTO,Investor,Psychiatric Health Facilities,,,12,12,12,2304400,$89600.00,$2394000.00,3.7%,3.9%,"CARMICHAEL, California
(38.636604, -121.327265)"
2010,106150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit,Comparable,,Small,55,55,45,60502636,$275950.00,$60778586.00,0.5%,0.5%,"RIDGECREST, California
(35.620715, -117.670069)"
2012,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Ventura,Investor,Comparable,,,365,337,337,356207672,$793392.00,$357001064.00,0.2%,0.2%,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2011,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,32,77856571,$702241.00,$78558812.00,0.9%,0.9%,"PLACENTIA, California
(33.871209, -117.860113)"
2011,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES - SYCAMORE,Ventura,Non-Profit,Comparable,,,188,144,144,106914141,$684423.00,$107598564.00,0.6%,0.6%,"SIMI VALLEY, California
(34.286321, -118.712804)"
2012,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,,,420,393,256,328759417,$5177417.00,$333936834.00,1.6%,1.6%,"LANCASTER, California
(34.697472, -118.144521)"
2012,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,El Dorado,City/County,Psychiatric Health Facilities,,,10,10,10,2094420,$0.00,$2094420.00,0%,0%,"PLACERVILLE, California
(38.729652, -120.799147)"
2010,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Comparable,,,325,325,199,338315144,$2869174.00,$341184318.00,0.8%,0.8%,"LAGUNA HILLS, California
(33.612927, -117.710412)"
2010,106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Comparable,,,80,46,42,47721834,$248310.00,$47970144.00,0.5%,0.5%,"ARCATA, California
(40.868186, -124.090548)"
2011,106380960,ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,Non-Profit,Comparable,,,356,150,150,180789236,$8214645.00,$189003881.00,4.3%,4.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,City/County,Comparable,,,146,146,117,320084590,$64369799.00,$384454389.00,16.7%,-20.1%,"MARTINEZ, California
(38.018992, -122.134855)"
2011,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,1258,390,116040166,$0.00,$116040166.00,0%,0%,"POMONA, California
(34.055118, -117.750048)"
2012,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,191,191,174,237593855,$9000777.00,$246594632.00,3.7%,3.8%,"NAPA, California
(38.297242, -122.289405)"
2010,106414018,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Investor,Comparable,,,16,16,12,16254610,$16605.00,$16271215.00,0.1%,0.1%,"MENLO PARK, California
(37.453629, -122.18296)"
2010,106331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,District,Comparable,,,417,417,157,120147106,$546340.00,$120693446.00,0.5%,0.5%,"HEMET, California
(33.747562, -116.967316)"
2011,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,552,407,447266691,$12455071.00,$459721762.00,2.7%,2.8%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2010,106194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Investor,Comparable,,,411,349,197,405361470,$4140343.00,$409501813.00,1%,1%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Comparable,,,172,172,172,97497740,$1162299.00,$98660039.00,1.2%,1.2%,"GARDENA, California
(33.883764, -118.309144)"
2012,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,389,299,299,408719925,$4495321.00,$413215246.00,1.1%,1.1%,"FREMONT, California
(37.550195, -121.980829)"
2011,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,123,52,148679491,$1776558.00,$150456049.00,1.2%,1.2%,"SAN RAMON, California
(37.764907, -121.951061)"
2011,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,221,66311178,$328699.00,$66639877.00,0.5%,0.5%,"SUN VALLEY, California
(34.217499, -118.3694)"
2012,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,,Rural,26,26,19,12628389,$39504.00,$12667893.00,0.3%,0.3%,"CHESTER, California
(40.311547, -121.227165)"
2010,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,EL DORADO,City/County,Psychiatric Health Facilities,,,15,10,10,1427685,$0.00,$1427685.00,0%,0%,"PLACERVILLE, California
(38.729652, -120.799147)"
2011,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,District,Comparable,,Rural,176,154,129,78222324,$1374907.00,$79597231.00,1.7%,1.8%,"HOLLISTER, California
(36.852513, -121.402063)"
2010,106374024,AURORA SAN DIEGO,SAN DIEGO,Investor,Comparable,,,80,80,68,22355453,$46748.00,$22402201.00,0.2%,0.2%,"SAN DIEGO, California
(32.71576, -117.163817)"
2010,106150808,TEHACHAPI HOSPITAL,KERN,District,Comparable,,Small,25,24,24,17528087,$66983.00,$17595070.00,0.4%,0.4%,"TEHACHAPI, California
(35.132317, -118.449074)"
2011,106311000,SUTTER MEDICAL CENTER - ROSEVILLE,Placer,Non-Profit,Comparable,,,313,313,313,433363731,$4449620.00,$437813351.00,1%,1%,"ROSEVILLE, California
(38.74806, -121.285202)"
2011,106434220,CRESTWOOD PHF - SAN JOSE,Santa Clara,Investor,Psychiatric Health Facilities,,,16,16,16,2856150,$81485.00,$2937635.00,2.8%,2.9%,"SAN JOSE, California
(37.334807, -121.888128)"
2010,106571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Comparable,,,108,108,108,113852000,$7367686.00,$121219686.00,6.1%,6.5%,"WOODLAND, California
(38.677493, -121.774715)"
2010,106361274,KINDRED HOSPITAL-ONTARIO,SAN BERNARDINO,Investor,Comparable,,,91,91,91,53282614,$94066.00,$53376680.00,0.2%,0.2%,"ONTARIO, California
(34.063341, -117.651187)"
2011,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,24,26,13377200,$155768.00,$13532968.00,1.2%,1.2%,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2011,106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,City/County,Comparable,,,165,165,165,114577927,$6415085.00,$120993012.00,5.3%,-5.6%,"EL CENTRO, California
(32.792855, -115.565551)"
2010,106090933,MARSHALL MEDICAL CENTER,EL DORADO,Non-Profit,Comparable,,Small,105,102,102,180083954,$1152741.00,$181236695.00,0.6%,0.6%,"PLACERVILLE, California
(38.729652, -120.799147)"
2012,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,,Rural,25,25,25,18826554,$171112.00,$18997666.00,0.9%,0.9%,"QUINCY, California
(39.936754, -120.948961)"
2010,106484028,NORTH VALLEY-SOLANO COUNTY PHF,SOLANO,Investor,Psychiatric Health Facilities,,,16,16,16,2862186,$0.00,$2862186.00,0%,0%,"FAIRFIELD, California
(38.251488, -122.049851)"
2011,106514033,NORTH VALLEY BEHAVIORAL HEALTH-PHF,Sutter,Investor,Psychiatric Health Facilities,,,16,16,16,4110950,$0.00,$4110950.00,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)"
2011,106124004,SEMPERVIRENS - PHF,Humboldt,City/County,Psychiatric Health Facilities,,,16,16,16,4303778,$0.00,$4303778.00,0%,0%,"EUREKA, California
(40.786143, -124.161309)"
2012,106190066,BELLFLOWER MEDICAL CENTER,Los Angeles,Investor,Comparable,,,114,110,110,42454926,$2013822.00,$44468748.00,4.5%,4.7%,"BELLFLOWER, California
(33.882076, -118.125256)"
2011,106190468,PROMISE HOSPITAL OF EAST LOS ANGELES,Los Angeles,Investor,Comparable,,,213,213,179,77436791,$217359.00,$77654150.00,0.3%,0.3%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,Investor,Comparable,,,247,223,223,306891790,$4573192.00,$311464982.00,1.5%,1.5%,"SAN JOSE, California
(37.334807, -121.888128)"
2010,106190137,CASA COLINA HOSPITAL FOR REHABILITATIVE,LOS ANGELES,Non-Profit,Comparable,,,68,68,68,38610939,$148353.00,$38759292.00,0.4%,0.4%,"POMONA, California
(34.055118, -117.750048)"
2010,106382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Comparable,,,54,52,52,92203308,$2048064.00,$94251372.00,2.2%,2.2%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,186,186,149,53961801,$11753828.00,$65715629.00,17.9%,21.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106190232,DEL AMO HOSPITAL,Los Angeles,Investor,Comparable,,,166,166,138,34146898,$37186.00,$34184084.00,0.1%,0.1%,"TORRANCE, California
(33.836318, -118.340038)"
2011,106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Investor,Comparable,,,81,81,75,52596940,$106310.00,$52703250.00,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106380842,HEBREW HOME FOR THE AGED DISABLED,SAN FRANCISCO,Non-Profit,LTC Emphasis,,,491,430,430,58398273,$478416.00,$58876689.00,0.8%,0.8%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,49303939,$483724.00,$49787663.00,1%,1%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190305,KINDRED HOSPITAL-LOS ANGELES,LOS ANGELES,Investor,Comparable,,,81,81,81,47432637,$90125.00,$47522762.00,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,Teaching,,272,254,142,266348516,$3511667.00,$269860183.00,1.3%,-1.3%,"VENTURA, California
(34.280832, -119.293107)"
2010,106370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Non-Profit,Comparable,,,301,301,301,123588712,$825034.00,$124413746.00,0.7%,0.7%,"NATIONAL CITY, California
(32.671538, -117.105196)"
2011,106270744,COMMUNITY HOSPITAL OF MONTEREY PENINSULA,Monterey,Non-Profit,Comparable,,,259,207,207,387766166,$26332629.00,$414098795.00,6.4%,6.8%,"MONTEREY, California
(36.596808, -121.897127)"
2010,106390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Comparable,,,202,202,202,176254999,$1765288.00,$178020287.00,1%,1%,"STOCKTON, California
(37.957541, -121.292451)"
2010,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,411,411,247,391999481,$9514961.00,$401514442.00,2.4%,2.4%,"NORTHRIDGE, California
(34.228298, -118.535797)"
2011,106301304,NEWPORT BAY HOSPITAL,Orange,Investor,Comparable,,,34,34,34,9872365,$0.00,$9872365.00,0%,0%,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2012,106514033,NORTH VALLEY BEHAVIORAL HEALTH-PHF,Sutter,Investor,Psychiatric Health Facilities,,,16,16,16,4345973,$0.00,$4345973.00,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)"
2011,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,,,23,23,23,28879420,$480398.00,$29359818.00,1.6%,1.7%,"MODESTO, California
(37.640735, -121.002435)"
2011,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,76,66,19902333,$69240.00,$19971573.00,0.3%,0.3%,"PORTOLA, California
(39.812099, -120.464742)"
2011,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,,,16,16,16,3727438,$0.00,$3727438.00,0%,0%,"CHICO, California
(39.728956, -121.838779)"
2011,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,,,1500,1150,982,244271707,$0.00,$244271707.00,0%,0%,"COALINGA, California
(36.139801, -120.360264)"
2011,106013687,MERRITT PERALTA INSTITUTE CDRH,Alameda,Non-Profit,Comparable,,,24,24,17,1590050,$97637.00,$1687687.00,5.8%,6.1%,"OAKLAND, California
(37.804828, -122.27248)"
2010,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,,,153,153,153,72178016,$1133363.00,$73311379.00,1.5%,1.6%,"SHERMAN OAKS, California
(34.1511, -118.448303)"
2010,106190163,AURORA CHARTER OAK,LOS ANGELES,Investor,Comparable,,,95,95,88,24386956,$31064.00,$24418020.00,0.1%,0.1%,"COVINA, California
(34.086248, -117.890145)"
2011,106370759,PARADISE VALLEY HOSPITAL,San Diego,Non-Profit,Comparable,,,301,301,301,111944898,$2178525.00,$114123423.00,1.9%,1.9%,"NATIONAL CITY, California
(32.671538, -117.105196)"
2010,106320859,EASTERN PLUMAS HEALTH CARE,PLUMAS,District,Comparable,,Small,76,76,76,21370781,$126119.00,$21496900.00,0.6%,0.6%,"PORTOLA, California
(39.812099, -120.464742)"
2010,106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Comparable,,,350,350,350,244251608,$36289032.00,$280540640.00,12.9%,14.9%,"VAN NUYS, California
(34.186699, -118.448097)"
2010,106491001,PETALUMA VALLEY HOSPITAL,SONOMA,Non-Profit,Comparable,,,80,59,33,78396353,$1026591.00,$79422944.00,1.3%,1.3%,"PETALUMA, California
(38.232474, -122.636846)"
2011,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,Kern,Investor,Comparable,,,60,60,60,29733804,$51507.00,$29785311.00,0.2%,0.2%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2011,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,453,453,453,410360481,$5147540.00,$415508021.00,1.2%,1.3%,"POMONA, California
(34.055118, -117.750048)"
2010,106190500,MARINA DEL REY HOSPITAL,LOS ANGELES,Non-Profit,Comparable,,,90,90,47,96664937,$1318582.00,$97983519.00,1.3%,1.4%,"MARINA DEL REY, California
(33.98384, -118.451422)"
2011,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,,,420,393,256,338088475,$7327132.00,$345415607.00,2.1%,2.2%,"LANCASTER, California
(34.697472, -118.144521)"
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,,,66,66,66,19480811,$19016.00,$19499827.00,0.1%,0.1%,"LA MESA, California
(32.766157, -117.024725)"
2010,106201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Comparable,,,106,106,106,88802410,$1546392.00,$90348802.00,1.7%,1.7%,"MADERA, California
(36.961961, -120.059585)"
2011,106364188,KINDRED HOSPITAL - RANCHO,San Bernardino,Non-Profit,Comparable,,,55,55,52,46268011,$32306.00,$46300317.00,0.1%,0.1%,"RANCHO CUCAMONGA, California
(34.106399, -117.575764)"
2010,106364121,BALLARD REHABILITATION HOSPITAL,SAN BERNARDINO,Investor,Comparable,,,60,60,60,20744493,$39979.00,$20784472.00,0.2%,0.2%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2010,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,,,68,68,68,25317788,$0.00,$25317788.00,0%,0%,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Comparable,,Small,45,45,36,15908118,$325564.00,$16233682.00,2%,2%,"GRIDLEY, California
(39.363578, -121.696463)"
2010,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Comparable,,,552,404,404,457235938,$11348288.00,$468584226.00,2.4%,2.5%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2012,106196405,PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,157,157,157,124046420,$522492.00,$124568912.00,0.4%,0.4%,"PALMDALE, California
(34.576469, -118.116103)"
2011,106361308,REDLANDS COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,229,229,229,239515542,$1981260.00,$241496802.00,0.8%,0.8%,"REDLANDS, California
(34.055562, -117.182603)"
2010,106450949,MERCY MEDICAL CENTER,SHASTA,Non-Profit,Comparable,,,265,247,247,348499827,$3521035.00,$352020862.00,1%,1%,"REDDING, California
(40.574637, -122.38109)"
2010,106361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Comparable,,,463,347,314,300398785,$2005926.00,$302404711.00,0.7%,0.7%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
